created_time,device_id,direction,flow_status,speed,volume,occupancy
'2019-08-01 03:05:00',19997,NB,1,67,46,1
'2019-08-01 03:10:00',19997,NB,1,66,52,2
'2019-08-01 03:25:00',19997,NB,1,67,53,1
'2019-08-01 03:30:00',19997,NB,1,67,65,2
'2019-08-01 03:35:00',19997,NB,1,70,66,2
'2019-08-01 03:40:00',19997,NB,1,68,50,1
'2019-08-01 03:45:00',19997,NB,1,67,65,2
'2019-08-01 03:50:00',19997,NB,1,68,59,2
'2019-08-01 03:55:00',19997,NB,1,67,50,1
'2019-08-01 04:00:00',19997,NB,1,70,42,1
'2019-08-01 04:05:00',19997,NB,1,67,65,2
'2019-08-01 04:10:00',19997,NB,1,68,81,3
'2019-08-01 04:15:00',19997,NB,1,66,51,1
'2019-08-01 04:15:00',19997,NB,1,66,51,1
'2019-08-01 04:25:00',19997,NB,1,68,79,2
'2019-08-01 04:30:00',19997,NB,1,68,101,2
'2019-08-01 04:35:00',19997,NB,1,67,80,2
'2019-08-01 04:40:00',19997,NB,1,68,91,2
'2019-08-01 04:45:00',19997,NB,1,71,118,3
'2019-08-01 04:50:00',19997,NB,1,72,96,3
'2019-08-01 04:55:00',19997,NB,1,74,98,2
'2019-08-01 05:00:00',19997,NB,1,73,135,4
'2019-08-01 05:05:00',19997,NB,1,73,130,3
'2019-08-01 05:10:00',19997,NB,1,74,155,3
'2019-08-01 05:15:00',19997,NB,1,73,121,3
'2019-08-01 05:20:00',19997,NB,1,73,159,4
'2019-08-01 05:25:00',19997,NB,1,73,180,4
'2019-08-01 05:30:00',19997,NB,1,74,165,4
'2019-08-01 05:35:00',19997,NB,1,74,181,4
'2019-08-01 05:40:00',19997,NB,1,73,228,5
'2019-08-01 05:45:00',19997,NB,1,75,242,5
'2019-08-01 05:50:00',19997,NB,1,75,205,4
'2019-08-01 05:55:00',19997,NB,1,74,221,5
'2019-08-01 05:55:00',19997,NB,1,74,221,5
'2019-08-01 06:05:00',19997,NB,1,74,235,5
'2019-08-01 06:10:00',19997,NB,1,70,253,5
'2019-08-01 06:15:00',19997,NB,1,69,296,6
'2019-08-01 06:15:00',19997,NB,1,69,296,6
'2019-08-01 06:20:00',19997,NB,1,70,277,6
'2019-08-01 06:30:00',19997,NB,1,69,340,7
'2019-08-01 06:30:00',19997,NB,1,69,340,7
'2019-08-01 06:40:00',19997,NB,1,69,409,8
'2019-08-01 06:45:00',19997,NB,1,69,404,8
'2019-08-01 06:50:00',19997,NB,2,69,436,8
'2019-08-01 06:55:00',19997,NB,1,69,393,7
'2019-08-01 07:00:00',19997,NB,1,69,399,8
'2019-08-01 07:05:00',19997,NB,1,67,397,7
'2019-08-01 07:10:00',19997,NB,1,70,393,7
'2019-08-01 07:15:00',19997,NB,2,69,456,9
'2019-08-01 07:20:00',19997,NB,2,69,449,9
'2019-08-01 07:25:00',19997,NB,2,69,474,9
'2019-08-01 07:30:00',19997,NB,2,69,478,9
'2019-08-01 07:35:00',19997,NB,2,69,445,8
'2019-08-01 07:40:00',19997,NB,2,68,486,9
'2019-08-01 07:45:00',19997,NB,2,68,483,9
'2019-08-01 07:50:00',19997,NB,2,66,486,9
'2019-08-01 07:55:00',19997,NB,2,66,512,9
'2019-08-01 08:00:00',19997,NB,2,67,482,10
'2019-08-01 08:05:00',19997,NB,1,69,436,8
'2019-08-01 08:10:00',19997,NB,2,69,436,8
'2019-08-01 08:15:00',19997,NB,1,68,416,8
'2019-08-01 08:20:00',19997,NB,1,68,396,7
'2019-08-01 08:25:00',19997,NB,2,68,449,9
'2019-08-01 08:30:00',19997,NB,1,68,403,8
'2019-08-01 08:30:00',19997,NB,1,68,403,8
'2019-08-01 08:35:00',19997,NB,2,68,442,8
'2019-08-01 08:45:00',19997,NB,2,67,454,9
'2019-08-01 08:50:00',19997,NB,1,67,414,8
'2019-08-01 08:50:00',19997,NB,1,67,414,8
'2019-08-01 08:55:00',19997,NB,0,NULL,240.348784,0
'2019-08-01 09:00:00',19997,NB,0,NULL,240.348784,0
'2019-08-01 09:05:00',19997,NB,1,74,380,7
'2019-08-01 09:10:00',19997,NB,1,73,336,7
'2019-08-01 09:20:00',19997,NB,1,73,316,6
'2019-08-01 09:25:00',19997,NB,1,72,376,7
'2019-08-01 09:30:00',19997,NB,1,72,364,8
'2019-08-01 09:35:00',19997,NB,1,74,287,5
'2019-08-01 09:40:00',19997,NB,1,73,334,7
'2019-08-01 09:40:00',19997,NB,1,73,334,7
'2019-08-01 09:50:00',19997,NB,1,67,350,6
'2019-08-01 09:55:00',19997,NB,1,68,322,6
'2019-08-01 10:00:00',19997,NB,1,71,306,6
'2019-08-01 10:05:00',19997,NB,1,72,307,6
'2019-08-01 10:05:00',19997,NB,1,72,307,6
'2019-08-01 10:15:00',19997,NB,1,70,314,7
'2019-08-01 10:20:00',19997,NB,1,70,289,6
'2019-08-01 10:25:00',19997,NB,1,78,303,6
'2019-08-01 10:30:00',19997,NB,1,76,326,7
'2019-08-01 10:35:00',19997,NB,1,78,321,6
'2019-08-01 10:40:00',19997,NB,1,69,316,7
'2019-08-01 10:45:00',19997,NB,1,66,308,7
'2019-08-01 10:45:00',19997,NB,1,66,308,7
'2019-08-01 10:50:00',19997,NB,1,65,286,6
'2019-08-01 11:00:00',19997,NB,1,70,314,7
'2019-08-01 11:05:00',19997,NB,1,69,300,6
'2019-08-01 11:10:00',19997,NB,1,69,317,6
'2019-08-01 11:10:00',19997,NB,1,69,317,6
'2019-08-01 11:15:00',19997,NB,1,68,313,6
'2019-08-01 11:20:00',19997,NB,0,NULL,240.348784,0
'2019-08-01 11:30:00',19997,NB,1,67,327,6
'2019-08-01 11:30:00',19997,NB,1,67,327,6
'2019-08-01 11:40:00',19997,NB,1,61,299,6
'2019-08-01 11:45:00',19997,NB,1,68,304,6
'2019-08-01 11:45:00',19997,NB,1,68,304,6
'2019-08-01 11:55:00',19997,NB,3,30,297,20
'2019-08-01 12:00:00',19997,NB,3,30,274,17
'2019-08-01 12:00:00',19997,NB,3,30,274,17
'2019-08-01 12:10:00',19997,NB,1,54,306,8
'2019-08-01 12:10:00',19997,NB,1,54,306,8
'2019-08-01 12:20:00',19997,NB,1,59,321,8
'2019-08-01 12:25:00',19997,NB,3,30,275,16
'2019-08-01 12:30:00',19997,NB,1,53,312,6
'2019-08-01 12:35:00',19997,NB,1,58,294,6
'2019-08-01 12:40:00',19997,NB,1,57,295,5
'2019-08-01 12:45:00',19997,NB,1,56,310,6
'2019-08-01 12:45:00',19997,NB,1,56,310,6
'2019-08-01 12:55:00',19997,NB,1,58,285,6
'2019-08-01 13:00:00',19997,NB,1,57,360,7
'2019-08-01 13:05:00',19997,NB,1,65,360,8
'2019-08-01 13:05:00',19997,NB,1,65,360,8
'2019-08-01 13:10:00',19997,NB,1,67,363,7
'2019-08-01 13:20:00',19997,NB,1,67,383,8
'2019-08-01 13:25:00',19997,NB,2,64,414,9
'2019-08-01 13:30:00',19997,NB,1,65,404,8
'2019-08-01 13:35:00',19997,NB,1,68,368,7
'2019-08-01 13:40:00',19997,NB,1,69,301,6
'2019-08-01 13:45:00',19997,NB,1,68,358,7
'2019-08-01 13:50:00',19997,NB,1,68,325,7
'2019-08-01 13:55:00',19997,NB,1,69,336,7
'2019-08-01 13:55:00',19997,NB,1,69,336,7
'2019-08-01 14:05:00',19997,NB,1,70,322,6
'2019-08-01 14:10:00',19997,NB,1,69,400,8
'2019-08-01 14:10:00',19997,NB,1,69,400,8
'2019-08-01 14:20:00',19997,NB,1,71,367,7
'2019-08-01 14:20:00',19997,NB,1,71,367,7
'2019-08-01 14:30:00',19997,NB,1,71,408,8
'2019-08-01 14:35:00',19997,NB,1,71,378,7
'2019-08-01 14:40:00',19997,NB,1,69,431,8
'2019-08-01 14:45:00',19997,NB,1,70,425,8
'2019-08-01 14:50:00',19997,NB,1,69,408,8
'2019-08-01 14:50:00',19997,NB,1,69,408,8
'2019-08-01 15:00:00',19997,NB,1,69,380,7
'2019-08-01 15:05:00',19997,NB,1,70,375,7
'2019-08-01 15:10:00',19997,NB,1,70,384,7
'2019-08-01 15:10:00',19997,NB,1,70,384,7
'2019-08-01 15:20:00',19997,NB,1,70,370,7
'2019-08-01 15:25:00',19997,NB,1,70,373,7
'2019-08-01 15:30:00',19997,NB,1,71,330,6
'2019-08-01 15:30:00',19997,NB,1,71,330,6
'2019-08-01 15:40:00',19997,NB,1,70,364,7
'2019-08-01 15:45:00',19997,NB,1,71,364,6
'2019-08-01 15:45:00',19997,NB,1,71,364,6
'2019-08-01 15:50:00',19997,NB,1,72,371,6
'2019-08-01 16:00:00',19997,NB,1,73,346,6
'2019-08-01 16:05:00',19997,NB,1,72,358,6
'2019-08-01 16:10:00',19997,NB,1,70,380,7
'2019-08-01 16:15:00',19997,NB,1,68,340,6
'2019-08-01 16:20:00',19997,NB,1,68,383,7
'2019-08-01 16:25:00',19997,NB,1,64,390,7
'2019-08-01 16:30:00',19997,NB,1,58,367,8
'2019-08-01 16:35:00',19997,NB,3,32,264,24
'2019-08-01 16:40:00',19997,NB,3,19,221,25
'2019-08-01 16:40:00',19997,NB,3,19,221,25
'2019-08-01 16:45:00',19997,NB,3,20,225,25
'2019-08-01 16:50:00',19997,NB,3,19,201,24
'2019-08-01 16:55:00',19997,NB,3,21,260,24
'2019-08-01 16:55:00',19997,NB,3,21,260,24
'2019-08-01 17:10:00',19997,NB,4,13,296,26
'2019-08-01 17:10:00',19997,NB,4,13,296,26
'2019-08-01 17:15:00',19997,NB,4,14,329,26
'2019-08-01 17:25:00',19997,NB,4,14,337,26
'2019-08-01 17:25:00',19997,NB,4,14,337,26
'2019-08-01 17:30:00',19997,NB,3,16,360,25
'2019-08-01 17:35:00',19997,NB,4,16,317,26
'2019-08-01 17:40:00',19997,NB,4,14,303,28
'2019-08-01 17:45:00',19997,NB,3,21,325,22
'2019-08-01 17:50:00',19997,NB,2,45,370,9
'2019-08-01 17:55:00',19997,NB,1,60,304,5
'2019-08-01 18:00:00',19997,NB,1,62,284,5
'2019-08-01 18:05:00',19997,NB,1,68,320,6
'2019-08-01 18:10:00',19997,NB,1,69,257,4
'2019-08-01 18:15:00',19997,NB,1,68,324,6
'2019-08-01 18:20:00',19997,NB,1,69,283,5
'2019-08-01 18:25:00',19997,NB,1,70,289,5
'2019-08-01 18:30:00',19997,NB,1,70,310,5
'2019-08-01 18:35:00',19997,NB,1,70,317,5
'2019-08-01 18:40:00',19997,NB,1,70,292,5
'2019-08-01 18:50:00',19997,NB,1,0,240.348784,0
'2019-08-01 18:50:00',19997,NB,1,0,240.348784,0
'2019-08-01 18:55:00',19997,NB,1,72,259,5
'2019-08-01 19:00:00',19997,NB,1,72,230,4
'2019-08-01 19:10:00',19997,NB,1,70,308,6
'2019-08-01 19:15:00',19997,NB,1,71,284,5
'2019-08-01 19:15:00',19997,NB,1,71,284,5
'2019-08-01 19:20:00',19997,NB,1,71,294,5
'2019-08-01 19:25:00',19997,NB,1,72,256,5
'2019-08-01 19:30:00',19997,NB,1,72,253,4
'2019-08-01 19:40:00',19997,NB,1,72,250,4
'2019-08-01 19:40:00',19997,NB,1,72,250,4
'2019-08-01 19:45:00',19997,NB,1,71,279,5
'2019-08-01 19:50:00',19997,NB,1,71,277,5
'2019-08-01 19:55:00',19997,NB,1,72,243,4
'2019-08-01 20:00:00',19997,NB,1,72,267,4
'2019-08-01 20:05:00',19997,NB,1,72,243,4
'2019-08-01 20:15:00',19997,NB,1,71,268,5
'2019-08-01 20:20:00',19997,NB,1,71,257,4
'2019-08-01 20:20:00',19997,NB,1,71,257,4
'2019-08-01 20:25:00',19997,NB,1,71,240,4
'2019-08-01 20:30:00',19997,NB,1,70,236,4
'2019-08-01 20:35:00',19997,NB,1,72,257,5
'2019-08-01 20:40:00',19997,NB,1,71,232,4
'2019-08-01 20:45:00',19997,NB,1,71,259,5
'2019-08-01 20:50:00',19997,NB,1,70,215,4
'2019-08-01 21:00:00',19997,NB,1,68,241,4
'2019-08-01 21:00:00',19997,NB,1,68,241,4
'2019-08-01 21:10:00',19997,NB,1,67,245,5
'2019-08-01 21:10:00',19997,NB,1,67,245,5
'2019-08-01 21:15:00',19997,NB,1,69,232,4
'2019-08-01 21:20:00',19997,NB,1,70,203,4
'2019-08-01 21:25:00',19997,NB,1,70,173,3
'2019-08-01 21:30:00',19997,NB,1,69,153,3
'2019-08-01 21:35:00',19997,NB,1,70,129,2
'2019-08-01 21:40:00',19997,NB,1,69,140,3
'2019-08-01 21:45:00',19997,NB,1,70,145,3
'2019-08-01 21:50:00',19997,NB,1,70,150,3
'2019-08-01 21:55:00',19997,NB,1,71,156,3
'2019-08-01 22:00:00',19997,NB,1,71,129,2
'2019-08-01 22:05:00',19997,NB,1,70,164,3
'2019-08-01 22:10:00',19997,NB,1,70,153,3
'2019-08-01 22:20:00',19997,NB,1,71,170,3
'2019-08-01 22:20:00',19997,NB,1,71,170,3
'2019-08-01 22:30:00',19997,NB,1,71,168,3
'2019-08-01 22:30:00',19997,NB,1,71,168,3
'2019-08-01 22:35:00',19997,NB,1,71,150,3
'2019-08-01 22:40:00',19997,NB,1,71,161,3
'2019-08-01 22:45:00',19997,NB,1,69,80,2
'2019-08-01 22:50:00',19997,NB,1,70,131,2
'2019-08-01 23:00:00',19997,NB,1,70,177,4
'2019-08-01 23:00:00',19997,NB,1,70,177,4
'2019-08-01 23:10:00',19997,NB,1,69,200,4
'2019-08-01 23:10:00',19997,NB,1,69,200,4
'2019-08-01 23:20:00',19997,NB,1,68,166,4
'2019-08-01 23:20:00',19997,NB,1,68,166,4
'2019-08-01 23:25:00',19997,NB,1,69,165,3
'2019-08-01 23:30:00',19997,NB,1,69,129,2
'2019-08-01 23:40:00',19997,NB,1,68,143,3
'2019-08-01 23:40:00',19997,NB,1,68,143,3
'2019-08-01 23:45:00',19997,NB,1,68,117,3
'2019-08-01 23:50:00',19997,NB,1,68,122,3
'2019-08-01 23:55:00',19997,NB,1,68,116,3
'2019-08-02 00:00:00',19997,NB,1,68,120,3
'2019-08-02 00:05:00',19997,NB,1,68,94,2
'2019-08-02 00:10:00',19997,NB,1,68,92,2
'2019-08-02 00:15:00',19997,NB,1,68,85,2
'2019-08-02 00:20:00',19997,NB,1,69,98,2
'2019-08-02 00:25:00',19997,NB,1,68,92,2
'2019-08-02 00:30:00',19997,NB,1,68,72,2
'2019-08-02 00:35:00',19997,NB,1,67,56,1
'2019-08-02 00:40:00',19997,NB,1,68,65,2
'2019-08-02 00:45:00',19997,NB,1,68,57,1
'2019-08-02 00:50:00',19997,NB,1,68,70,2
'2019-08-02 01:00:00',19997,NB,1,70,62,2
'2019-08-02 01:00:00',19997,NB,1,70,62,2
'2019-08-02 01:10:00',19997,NB,1,68,57,2
'2019-08-02 01:10:00',19997,NB,1,68,57,2
'2019-08-02 01:15:00',19997,NB,1,70,54,1
'2019-08-02 01:20:00',19997,NB,1,69,53,1
'2019-08-02 01:25:00',19997,NB,1,69,51,1
'2019-08-02 01:30:00',19997,NB,1,71,66,2
'2019-08-02 01:40:00',19997,NB,1,67,67,2
'2019-08-02 01:40:00',19997,NB,1,67,67,2
'2019-08-02 01:45:00',19997,NB,1,68,50,1
'2019-08-02 01:50:00',19997,NB,1,67,63,1
'2019-08-02 01:55:00',19997,NB,1,67,59,1
'2019-08-02 01:55:00',19997,NB,1,67,59,1
'2019-08-02 02:05:00',19997,NB,1,70,49,1
'2019-08-02 02:10:00',19997,NB,1,66,47,1
'2019-08-02 02:15:00',19997,NB,1,67,59,2
'2019-08-02 02:25:00',19997,NB,1,66,66,2
'2019-08-02 02:30:00',19997,NB,1,67,47,1
'2019-08-02 02:30:00',19997,NB,1,67,47,1
'2019-08-02 02:35:00',19997,NB,1,68,70,2
'2019-08-02 02:40:00',19997,NB,1,67,40,1
'2019-08-02 02:45:00',19997,NB,1,67,33,1
'2019-08-02 02:55:00',19997,NB,1,68,60,2
'2019-08-02 03:00:00',19997,NB,1,69,28,1
'2019-08-02 03:00:00',19997,NB,1,69,28,1
'2019-08-02 03:05:00',19997,NB,1,65,20,0
'2019-08-02 03:10:00',19997,NB,1,67,18,1
'2019-08-02 03:15:00',19997,NB,1,67,51,1
'2019-08-02 03:20:00',19997,NB,1,68,66,2
'2019-08-02 03:30:00',19997,NB,1,69,86,2
'2019-08-02 03:30:00',19997,NB,1,69,86,2
'2019-08-02 03:40:00',19997,NB,1,68,91,3
'2019-08-02 03:40:00',19997,NB,1,68,91,3
'2019-08-02 03:45:00',19997,NB,1,70,81,2
'2019-08-02 03:50:00',19997,NB,1,70,96,3
'2019-08-02 03:55:00',19997,NB,1,70,71,2
'2019-08-02 04:00:00',19997,NB,1,69,75,2
'2019-08-02 04:05:00',19997,NB,1,69,90,3
'2019-08-02 04:15:00',19997,NB,1,69,76,2
'2019-08-02 04:20:00',19997,NB,1,69,89,2
'2019-08-02 04:20:00',19997,NB,1,69,89,2
'2019-08-02 04:25:00',19997,NB,1,68,86,2
'2019-08-02 04:30:00',19997,NB,1,70,110,3
'2019-08-02 04:40:00',19997,NB,1,70,102,2
'2019-08-02 04:40:00',19997,NB,1,70,102,2
'2019-08-02 04:50:00',19997,NB,1,72,122,3
'2019-08-02 04:55:00',19997,NB,1,71,106,3
'2019-08-02 05:00:00',19997,NB,1,71,129,3
'2019-08-02 05:00:00',19997,NB,1,71,129,3
'2019-08-02 05:10:00',19997,NB,1,70,124,3
'2019-08-02 05:15:00',19997,NB,1,70,131,3
'2019-08-02 05:15:00',19997,NB,1,70,131,3
'2019-08-02 05:20:00',19997,NB,1,68,116,2
'2019-08-02 05:30:00',19997,NB,1,68,160,4
'2019-08-02 05:30:00',19997,NB,1,68,160,4
'2019-08-02 05:40:00',19997,NB,1,69,167,4
'2019-08-02 05:40:00',19997,NB,1,69,167,4
'2019-08-02 05:50:00',19997,NB,1,69,191,4
'2019-08-02 05:50:00',19997,NB,1,69,191,4
'2019-08-02 05:55:00',19997,NB,1,69,243,5
'2019-08-02 06:00:00',19997,NB,1,68,267,6
'2019-08-02 06:10:00',19997,NB,1,72,260,6
'2019-08-02 06:10:00',19997,NB,1,72,260,6
'2019-08-02 06:20:00',19997,NB,1,73,261,5
'2019-08-02 06:20:00',19997,NB,1,73,261,5
'2019-08-02 06:30:00',19997,NB,1,72,314,6
'2019-08-02 06:30:00',19997,NB,1,72,314,6
'2019-08-02 06:35:00',19997,NB,1,72,350,6
'2019-08-02 06:40:00',19997,NB,2,67,396,8
'2019-08-02 06:50:00',19997,NB,1,69,425,8
'2019-08-02 06:50:00',19997,NB,1,69,425,8
'2019-08-02 07:00:00',19997,NB,1,73,345,7
'2019-08-02 07:00:00',19997,NB,1,73,345,7
'2019-08-02 07:10:00',19997,NB,1,71,363,6
'2019-08-02 07:15:00',19997,NB,1,71,401,7
'2019-08-02 07:15:00',19997,NB,1,71,401,7
'2019-08-02 07:20:00',19997,NB,1,71,429,8
'2019-08-02 07:25:00',19997,NB,1,70,440,8
'2019-08-02 07:30:00',19997,NB,2,68,451,8
'2019-08-02 07:35:00',19997,NB,2,67,456,9
'2019-08-02 07:45:00',19997,NB,2,66,433,8
'2019-08-02 07:45:00',19997,NB,2,66,433,8
'2019-08-02 07:50:00',19997,NB,2,69,469,9
'2019-08-02 07:55:00',19997,NB,2,68,465,9
'2019-08-02 08:00:00',19997,NB,2,69,457,9
'2019-08-02 08:05:00',19997,NB,1,69,422,8
'2019-08-02 08:10:00',19997,NB,1,69,435,7
'2019-08-02 08:20:00',19997,NB,1,67,405,7
'2019-08-02 08:20:00',19997,NB,1,67,405,7
'2019-08-02 08:25:00',19997,NB,1,69,413,8
'2019-08-02 08:35:00',19997,NB,2,68,453,9
'2019-08-02 08:35:00',19997,NB,2,68,453,9
'2019-08-02 08:40:00',19997,NB,2,69,461,9
'2019-08-02 08:50:00',19997,NB,2,67,461,8
'2019-08-02 08:50:00',19997,NB,2,67,461,8
'2019-08-02 09:00:00',19997,NB,1,67,409,8
'2019-08-02 09:00:00',19997,NB,1,67,409,8
'2019-08-02 09:10:00',19997,NB,1,68,341,6
'2019-08-02 09:10:00',19997,NB,1,68,341,6
'2019-08-02 09:15:00',19997,NB,1,67,371,7
'2019-08-02 09:20:00',19997,NB,1,68,345,6
'2019-08-02 09:30:00',19997,NB,1,68,309,6
'2019-08-02 09:30:00',19997,NB,1,68,309,6
'2019-08-02 09:35:00',19997,NB,1,67,368,7
'2019-08-02 09:40:00',19997,NB,1,70,375,7
'2019-08-02 09:45:00',19997,NB,1,69,347,6
'2019-08-02 09:50:00',19997,NB,1,70,357,7
'2019-08-02 09:55:00',19997,NB,1,69,351,7
'2019-08-02 10:00:00',19997,NB,1,67,388,8
'2019-08-02 10:10:00',19997,NB,1,68,328,6
'2019-08-02 10:10:00',19997,NB,1,68,328,6
'2019-08-02 10:15:00',19997,NB,1,66,325,7
'2019-08-02 10:20:00',19997,NB,1,67,233,5
'2019-08-02 10:30:00',19997,NB,1,68,364,6
'2019-08-02 10:30:00',19997,NB,1,68,364,6
'2019-08-02 10:35:00',19997,NB,1,66,353,7
'2019-08-02 10:40:00',19997,NB,2,66,412,9
'2019-08-02 10:45:00',19997,NB,2,67,425,8
'2019-08-02 10:50:00',19997,NB,2,65,428,9
'2019-08-02 11:00:00',19997,NB,1,66,390,8
'2019-08-02 11:00:00',19997,NB,1,66,390,8
'2019-08-02 11:05:00',19997,NB,1,69,359,8
'2019-08-02 11:10:00',19997,NB,1,70,379,7
'2019-08-02 11:15:00',19997,NB,1,71,400,7
'2019-08-02 11:25:00',19997,NB,1,69,402,7
'2019-08-02 11:25:00',19997,NB,1,69,402,7
'2019-08-02 11:30:00',19997,NB,2,67,425,8
'2019-08-02 11:40:00',19997,NB,1,68,407,7
'2019-08-02 11:40:00',19997,NB,1,68,407,7
'2019-08-02 11:45:00',19997,NB,1,67,362,7
'2019-08-02 11:50:00',19997,NB,1,69,385,7
'2019-08-02 11:55:00',19997,NB,1,67,401,7
'2019-08-02 12:00:00',19997,NB,2,67,432,8
'2019-08-02 12:05:00',19997,NB,1,68,421,8
'2019-08-02 12:10:00',19997,NB,2,67,433,8
'2019-08-02 12:20:00',19997,NB,2,66,445,9
'2019-08-02 12:20:00',19997,NB,2,66,445,9
'2019-08-02 12:25:00',19997,NB,1,66,405,7
'2019-08-02 12:30:00',19997,NB,1,66,377,7
'2019-08-02 12:35:00',19997,NB,2,66,436,8
'2019-08-02 12:40:00',19997,NB,1,67,372,7
'2019-08-02 12:45:00',19997,NB,2,64,425,8
'2019-08-02 12:50:00',19997,NB,1,66,415,8
'2019-08-02 12:55:00',19997,NB,2,64,401,8
'2019-08-02 13:00:00',19997,NB,2,62,405,9
'2019-08-02 13:05:00',19997,NB,2,44,370,15
'2019-08-02 13:10:00',19997,NB,4,29,345,26
'2019-08-02 13:15:00',19997,NB,3,29,434,20
'2019-08-02 13:20:00',19997,NB,3,19,361,25
'2019-08-02 13:25:00',19997,NB,4,20,346,25
'2019-08-02 13:30:00',19997,NB,3,29,401,18
'2019-08-02 13:35:00',19997,NB,4,23,348,27
'2019-08-02 13:40:00',19997,NB,3,17,362,25
'2019-08-02 13:45:00',19997,NB,3,22,386,22
'2019-08-02 13:50:00',19997,NB,3,18,348,24
'2019-08-02 13:55:00',19997,NB,3,24,347,23
'2019-08-02 14:00:00',19997,NB,3,24,346,24
'2019-08-02 14:05:00',19997,NB,3,24,319,24
'2019-08-02 14:10:00',19997,NB,3,25,317,23
'2019-08-02 14:15:00',19997,NB,4,14,299,29
'2019-08-02 14:20:00',19997,NB,4,12,309,28
'2019-08-02 14:25:00',19997,NB,4,13,302,30
'2019-08-02 14:30:00',19997,NB,4,16,297,28
'2019-08-02 14:35:00',19997,NB,4,14,301,30
'2019-08-02 14:40:00',19997,NB,4,13,302,29
'2019-08-02 14:45:00',19997,NB,4,13,323,28
'2019-08-02 14:50:00',19997,NB,4,13,296,31
'2019-08-02 15:00:00',19997,NB,4,10,258,29
'2019-08-02 15:00:00',19997,NB,4,10,258,29
'2019-08-02 15:05:00',19997,NB,4,10,266,30
'2019-08-02 15:10:00',19997,NB,4,14,309,28
'2019-08-02 15:20:00',19997,NB,4,12,294,27
'2019-08-02 15:20:00',19997,NB,4,12,294,27
'2019-08-02 15:30:00',19997,NB,4,12,275,27
'2019-08-02 15:30:00',19997,NB,4,12,275,27
'2019-08-02 15:35:00',19997,NB,4,10,236,29
'2019-08-02 15:45:00',19997,NB,4,11,277,31
'2019-08-02 15:45:00',19997,NB,4,11,277,31
'2019-08-02 15:50:00',19997,NB,4,12,279,31
'2019-08-02 16:00:00',19997,NB,4,11,243,30
'2019-08-02 16:00:00',19997,NB,4,11,243,30
'2019-08-02 16:10:00',19997,NB,4,11,254,28
'2019-08-02 16:10:00',19997,NB,4,11,254,28
'2019-08-02 16:20:00',19997,NB,4,10,268,31
'2019-08-02 16:20:00',19997,NB,4,10,268,31
'2019-08-02 16:25:00',19997,NB,4,16,261,31
'2019-08-02 16:30:00',19997,NB,4,16,338,28
'2019-08-02 16:35:00',19997,NB,4,11,288,30
'2019-08-02 16:45:00',19997,NB,4,11,288,31
'2019-08-02 16:45:00',19997,NB,4,11,288,31
'2019-08-02 16:50:00',19997,NB,4,11,324,31
'2019-08-02 17:00:00',19997,NB,4,11,271,30
'2019-08-02 17:00:00',19997,NB,4,11,271,30
'2019-08-02 17:05:00',19997,NB,4,15,329,28
'2019-08-02 17:10:00',19997,NB,4,15,280,27
'2019-08-02 17:15:00',19997,NB,4,10,294,32
'2019-08-02 17:20:00',19997,NB,0,NULL,240.348784,0
