created_time,device_id,direction,flow_status,speed,volume,occupancy
'2019-08-01 05:30:00',19912,NB,1,73,152,4
'2019-08-01 05:35:00',19912,NB,1,73,187,5
'2019-08-01 05:40:00',19912,NB,1,73,196,5
'2019-08-01 05:45:00',19912,NB,1,74,212,6
'2019-08-01 05:50:00',19912,NB,1,74,187,5
'2019-08-01 05:55:00',19912,NB,1,73,193,5
'2019-08-01 06:00:00',19912,NB,1,73,203,5
'2019-08-01 06:05:00',19912,NB,1,74,233,5
'2019-08-01 06:10:00',19912,NB,1,73,240,6
'2019-08-01 06:15:00',19912,NB,1,74,271,7
'2019-08-01 06:20:00',19912,NB,1,74,307,8
'2019-08-01 06:25:00',19912,NB,1,73,322,8
'2019-08-01 06:30:00',19912,NB,1,73,310,8
'2019-08-01 06:35:00',19912,NB,1,73,300,7
'2019-08-01 06:40:00',19912,NB,2,74,388,9
'2019-08-01 06:45:00',19912,NB,1,73,341,8
'2019-08-01 06:50:00',19912,NB,2,73,383,8
'2019-08-01 06:55:00',19912,NB,2,73,366,8
'2019-08-01 07:00:00',19912,NB,2,73,366,8
'2019-08-01 07:05:00',19912,NB,1,74,365,8
'2019-08-01 07:10:00',19912,NB,1,73,344,8
'2019-08-01 07:15:00',19912,NB,2,73,418,10
'2019-08-01 07:20:00',19912,NB,2,74,407,9
'2019-08-01 07:25:00',19912,NB,2,74,403,9
'2019-08-01 07:30:00',19912,NB,2,71,420,10
'2019-08-01 07:35:00',19912,NB,2,68,435,10
'2019-08-01 07:40:00',19912,NB,2,69,457,10
'2019-08-01 07:45:00',19912,NB,2,68,440,10
'2019-08-01 07:50:00',19912,NB,2,68,430,10
'2019-08-01 07:55:00',19912,NB,2,70,425,10
'2019-08-01 08:00:00',19912,NB,2,71,436,10
'2019-08-01 08:05:00',19912,NB,2,72,398,8
'2019-08-01 08:10:00',19912,NB,2,72,408,9
'2019-08-01 08:15:00',19912,NB,2,73,374,8
'2019-08-01 08:20:00',19912,NB,2,70,452,10
'2019-08-01 08:25:00',19912,NB,2,72,401,9
'2019-08-01 08:30:00',19912,NB,2,70,412,9
'2019-08-01 08:35:00',19912,NB,2,72,370,8
'2019-08-01 08:40:00',19912,NB,2,72,411,9
'2019-08-01 08:45:00',19912,NB,2,72,375,8
'2019-08-01 08:50:00',19912,NB,2,70,424,9
'2019-08-01 08:55:00',19912,NB,1,73,369,8
'2019-08-01 09:00:00',19912,NB,2,72,386,9
'2019-08-01 09:05:00',19912,NB,1,72,313,8
'2019-08-01 09:10:00',19912,NB,1,72,292,7
'2019-08-01 09:15:00',19912,NB,1,72,290,7
'2019-08-01 09:20:00',19912,NB,2,71,362,8
'2019-08-01 09:25:00',19912,NB,2,70,346,9
'2019-08-01 09:30:00',19912,NB,1,72,310,7
'2019-08-01 09:35:00',19912,NB,1,72,297,7
'2019-08-01 09:40:00',19912,NB,2,71,333,8
'2019-08-01 09:45:00',19912,NB,1,72,342,8
'2019-08-01 09:50:00',19912,NB,1,72,315,8
'2019-08-01 09:55:00',19912,NB,2,71,326,8
'2019-08-01 10:00:00',19912,NB,1,72,284,6
'2019-08-01 10:05:00',19912,NB,1,72,296,7
'2019-08-01 10:10:00',19912,NB,1,73,292,7
'2019-08-01 10:15:00',19912,NB,1,71,318,8
'2019-08-01 10:15:00',19912,NB,1,71,318,8
'2019-08-01 10:25:00',19912,NB,2,68,301,8
'2019-08-01 10:30:00',19912,NB,1,73,314,8
'2019-08-01 10:35:00',19912,NB,1,71,308,8
'2019-08-01 10:40:00',19912,NB,2,71,339,9
'2019-08-01 10:45:00',19912,NB,1,72,333,8
'2019-08-01 10:50:00',19912,NB,1,71,295,7
'2019-08-01 10:55:00',19912,NB,2,71,361,9
'2019-08-01 11:00:00',19912,NB,1,72,315,8
'2019-08-01 11:05:00',19912,NB,1,72,287,6
'2019-08-01 11:10:00',19912,NB,1,72,287,6
'2019-08-01 11:15:00',19912,NB,1,72,325,8
'2019-08-01 11:20:00',19912,NB,2,71,326,8
'2019-08-01 11:25:00',19912,NB,2,72,354,8
'2019-08-01 11:30:00',19912,NB,2,69,360,9
'2019-08-01 11:35:00',19912,NB,1,73,329,7
'2019-08-01 11:40:00',19912,NB,1,72,321,7
'2019-08-01 11:45:00',19912,NB,1,71,339,8
'2019-08-01 11:50:00',19912,NB,2,72,373,9
'2019-08-01 11:55:00',19912,NB,1,73,346,8
'2019-08-01 12:00:00',19912,NB,1,72,334,8
'2019-08-01 12:05:00',19912,NB,1,72,313,7
'2019-08-01 12:10:00',19912,NB,2,72,330,8
'2019-08-01 12:15:00',19912,NB,1,72,318,7
'2019-08-01 12:20:00',19912,NB,2,71,380,9
'2019-08-01 12:25:00',19912,NB,1,71,300,7
'2019-08-01 12:30:00',19912,NB,1,71,285,7
'2019-08-01 12:35:00',19912,NB,1,71,287,7
'2019-08-01 12:40:00',19912,NB,1,71,297,7
'2019-08-01 12:45:00',19912,NB,1,73,269,6
'2019-08-01 12:50:00',19912,NB,1,73,226,5
'2019-08-01 12:55:00',19912,NB,1,73,336,7
'2019-08-01 13:00:00',19912,NB,1,71,318,8
'2019-08-01 13:05:00',19912,NB,2,70,370,9
'2019-08-01 13:10:00',19912,NB,2,71,383,9
'2019-08-01 13:15:00',19912,NB,2,70,399,9
'2019-08-01 13:20:00',19912,NB,2,71,390,9
'2019-08-01 13:25:00',19912,NB,2,70,419,10
'2019-08-01 13:30:00',19912,NB,1,72,342,7
'2019-08-01 13:35:00',19912,NB,1,72,315,7
'2019-08-01 13:40:00',19912,NB,1,72,325,7
'2019-08-01 13:45:00',19912,NB,1,73,289,7
'2019-08-01 13:50:00',19912,NB,2,72,368,9
'2019-08-01 13:55:00',19912,NB,1,72,308,7
'2019-08-01 14:00:00',19912,NB,1,73,315,7
'2019-08-01 14:05:00',19912,NB,2,72,361,9
'2019-08-01 14:10:00',19912,NB,2,73,354,8
'2019-08-01 14:15:00',19912,NB,2,72,371,8
'2019-08-01 14:20:00',19912,NB,2,70,357,9
'2019-08-01 14:25:00',19912,NB,2,72,359,9
'2019-08-01 14:30:00',19912,NB,2,73,375,8
'2019-08-01 14:35:00',19912,NB,2,73,395,8
'2019-08-01 14:40:00',19912,NB,2,72,422,10
'2019-08-01 14:45:00',19912,NB,2,72,404,9
'2019-08-01 14:50:00',19912,NB,2,72,399,9
'2019-08-01 14:55:00',19912,NB,2,72,373,8
'2019-08-01 15:00:00',19912,NB,1,73,360,8
'2019-08-01 15:05:00',19912,NB,1,73,360,8
'2019-08-01 15:10:00',19912,NB,2,72,377,8
'2019-08-01 15:15:00',19912,NB,2,72,382,9
'2019-08-01 15:20:00',19912,NB,1,74,339,7
'2019-08-01 15:25:00',19912,NB,1,73,318,7
'2019-08-01 15:30:00',19912,NB,1,73,317,7
'2019-08-01 15:35:00',19912,NB,1,73,340,8
'2019-08-01 15:35:00',19912,NB,1,73,340,8
'2019-08-01 15:45:00',19912,NB,1,73,378,8
'2019-08-01 15:50:00',19912,NB,1,74,307,6
'2019-08-01 15:55:00',19912,NB,1,74,309,7
'2019-08-01 16:00:00',19912,NB,1,74,318,7
'2019-08-01 16:05:00',19912,NB,2,73,366,8
'2019-08-01 16:10:00',19912,NB,1,74,347,7
'2019-08-01 16:15:00',19912,NB,1,73,337,7
'2019-08-01 16:20:00',19912,NB,1,73,353,8
'2019-08-01 16:25:00',19912,NB,1,73,341,7
'2019-08-01 16:30:00',19912,NB,1,73,356,8
'2019-08-01 16:35:00',19912,NB,1,74,361,8
'2019-08-01 16:40:00',19912,NB,1,73,328,7
'2019-08-01 16:45:00',19912,NB,1,68,334,8
'2019-08-01 16:50:00',19912,NB,2,55,276,8
'2019-08-01 16:55:00',19912,NB,2,45,216,8
'2019-08-01 17:00:00',19912,NB,3,27,266,17
'2019-08-01 17:05:00',19912,NB,3,39,335,15
'2019-08-01 17:10:00',19912,NB,1,69,268,6
'2019-08-01 17:15:00',19912,NB,1,70,310,7
'2019-08-01 17:20:00',19912,NB,1,70,303,6
'2019-08-01 17:25:00',19912,NB,1,71,309,7
'2019-08-01 17:30:00',19912,NB,1,70,311,7
'2019-08-01 17:35:00',19912,NB,1,70,275,6
'2019-08-01 17:40:00',19912,NB,1,72,245,5
'2019-08-01 17:45:00',19912,NB,1,70,324,7
'2019-08-01 17:45:00',19912,NB,1,70,324,7
'2019-08-01 17:55:00',19912,NB,1,73,260,6
'2019-08-01 17:55:00',19912,NB,1,73,260,6
'2019-08-01 18:00:00',19912,NB,1,71,302,7
'2019-08-01 18:05:00',19912,NB,1,67,249,6
'2019-08-01 18:10:00',19912,NB,1,69,272,6
'2019-08-01 18:15:00',19912,NB,1,69,298,7
'2019-08-01 18:20:00',19912,NB,1,70,285,6
'2019-08-01 18:25:00',19912,NB,1,70,274,6
'2019-08-01 18:30:00',19912,NB,1,70,312,7
'2019-08-01 18:35:00',19912,NB,1,70,283,6
'2019-08-01 18:40:00',19912,NB,1,68,261,6
'2019-08-01 18:45:00',19912,NB,1,69,317,7
'2019-08-01 18:55:00',19912,NB,1,69,263,6
'2019-08-01 19:00:00',19912,NB,1,70,272,6
'2019-08-01 19:05:00',19912,NB,1,68,267,6
'2019-08-01 19:10:00',19912,NB,1,69,269,6
'2019-08-01 19:15:00',19912,NB,1,68,279,7
'2019-08-01 19:20:00',19912,NB,1,67,324,7
'2019-08-01 19:25:00',19912,NB,1,70,232,5
'2019-08-01 19:30:00',19912,NB,1,71,238,5
'2019-08-01 19:35:00',19912,NB,1,74,220,5
'2019-08-01 19:40:00',19912,NB,1,74,252,5
'2019-08-01 19:45:00',19912,NB,1,74,242,5
'2019-08-01 19:45:00',19912,NB,1,74,242,5
'2019-08-01 19:55:00',19912,NB,1,74,252,5
'2019-08-01 20:00:00',19912,NB,1,74,229,5
'2019-08-01 20:05:00',19912,NB,1,73,273,6
'2019-08-01 20:05:00',19912,NB,1,73,273,6
'2019-08-01 20:15:00',19912,NB,1,74,254,5
'2019-08-01 20:20:00',19912,NB,1,74,228,5
'2019-08-01 20:25:00',19912,NB,1,73,229,5
'2019-08-01 20:30:00',19912,NB,1,71,263,6
'2019-08-01 20:35:00',19912,NB,1,72,205,5
'2019-08-01 20:40:00',19912,NB,1,72,214,4
'2019-08-01 20:45:00',19912,NB,1,71,257,6
'2019-08-01 20:50:00',19912,NB,1,72,188,4
'2019-08-01 20:55:00',19912,NB,1,71,231,5
'2019-08-01 21:00:00',19912,NB,1,73,227,5
'2019-08-01 21:00:00',19912,NB,1,73,227,5
'2019-08-01 21:05:00',19912,NB,1,71,208,5
'2019-08-01 21:10:00',19912,NB,1,71,254,6
'2019-08-01 21:20:00',19912,NB,1,73,181,4
'2019-08-01 21:25:00',19912,NB,1,71,162,4
'2019-08-01 21:30:00',19912,NB,1,72,119,3
'2019-08-01 21:35:00',19912,NB,1,70,137,3
'2019-08-01 21:40:00',19912,NB,1,71,139,3
'2019-08-01 21:45:00',19912,NB,1,72,126,3
'2019-08-01 21:50:00',19912,NB,1,72,154,3
'2019-08-01 21:55:00',19912,NB,1,74,152,4
'2019-08-01 21:55:00',19912,NB,1,74,152,4
'2019-08-01 22:05:00',19912,NB,1,73,154,3
'2019-08-01 22:10:00',19912,NB,1,71,149,4
'2019-08-01 22:15:00',19912,NB,1,71,169,4
'2019-08-01 22:20:00',19912,NB,1,73,164,3
'2019-08-01 22:20:00',19912,NB,1,73,164,3
'2019-08-01 22:30:00',19912,NB,1,74,155,3
'2019-08-01 22:35:00',19912,NB,1,74,147,3
'2019-08-01 22:40:00',19912,NB,1,71,111,3
'2019-08-01 22:45:00',19912,NB,1,71,100,2
'2019-08-01 22:50:00',19912,NB,1,72,153,4
'2019-08-01 22:55:00',19912,NB,1,71,152,4
'2019-08-01 23:00:00',19912,NB,1,72,151,3
'2019-08-01 23:05:00',19912,NB,1,71,182,5
'2019-08-01 23:10:00',19912,NB,1,71,247,6
'2019-08-01 23:15:00',19912,NB,1,71,196,5
'2019-08-01 23:15:00',19912,NB,1,71,196,5
'2019-08-01 23:20:00',19912,NB,1,71,162,4
'2019-08-01 23:25:00',19912,NB,1,71,113,3
'2019-08-01 23:35:00',19912,NB,1,72,130,4
'2019-08-01 23:40:00',19912,NB,1,71,115,3
'2019-08-01 23:40:00',19912,NB,1,71,115,3
'2019-08-01 23:50:00',19912,NB,1,72,106,3
'2019-08-01 23:55:00',19912,NB,1,69,124,4
'2019-08-02 00:00:00',19912,NB,1,72,89,2
'2019-08-02 00:05:00',19912,NB,1,71,86,3
'2019-08-02 00:10:00',19912,NB,1,72,99,3
'2019-08-02 00:15:00',19912,NB,1,69,90,3
'2019-08-02 00:15:00',19912,NB,1,69,90,3
'2019-08-02 00:20:00',19912,NB,1,72,91,3
'2019-08-02 00:30:00',19912,NB,1,72,51,1
'2019-08-02 00:35:00',19912,NB,1,70,75,2
'2019-08-02 00:40:00',19912,NB,1,71,55,2
'2019-08-02 00:40:00',19912,NB,1,71,55,2
'2019-08-02 00:50:00',19912,NB,1,70,65,2
'2019-08-02 00:55:00',19912,NB,1,70,70,2
'2019-08-02 01:00:00',19912,NB,1,72,67,2
'2019-08-02 01:05:00',19912,NB,1,71,43,1
'2019-08-02 01:10:00',19912,NB,1,71,66,2
'2019-08-02 01:10:00',19912,NB,1,71,66,2
'2019-08-02 01:20:00',19912,NB,1,69,59,2
'2019-08-02 01:25:00',19912,NB,1,71,64,2
'2019-08-02 01:25:00',19912,NB,1,71,64,2
'2019-08-02 01:30:00',19912,NB,1,71,74,3
'2019-08-02 01:40:00',19912,NB,1,71,52,2
'2019-08-02 01:45:00',19912,NB,1,71,69,2
'2019-08-02 01:45:00',19912,NB,1,71,69,2
'2019-08-02 01:50:00',19912,NB,1,71,57,2
'2019-08-02 02:00:00',19912,NB,1,69,40,1
'2019-08-02 02:00:00',19912,NB,1,69,40,1
'2019-08-02 02:10:00',19912,NB,1,69,44,2
'2019-08-02 02:15:00',19912,NB,1,70,53,2
'2019-08-02 02:15:00',19912,NB,1,70,53,2
'2019-08-02 02:25:00',19912,NB,1,72,50,2
'2019-08-02 02:30:00',19912,NB,1,71,68,2
'2019-08-02 02:35:00',19912,NB,1,71,49,2
'2019-08-02 02:40:00',19912,NB,1,70,33,1
'2019-08-02 02:45:00',19912,NB,1,71,42,1
'2019-08-02 02:50:00',19912,NB,1,70,58,2
'2019-08-02 02:55:00',19912,NB,1,71,54,2
'2019-08-02 03:00:00',19912,NB,1,74,16,0
'2019-08-02 03:05:00',19912,NB,1,72,17,1
'2019-08-02 03:10:00',19912,NB,1,74,31,1
'2019-08-02 03:15:00',19912,NB,1,70,62,2
'2019-08-02 03:20:00',19912,NB,1,70,80,3
'2019-08-02 03:25:00',19912,NB,1,71,74,3
'2019-08-02 03:30:00',19912,NB,1,71,91,3
'2019-08-02 03:35:00',19912,NB,1,70,102,4
'2019-08-02 03:40:00',19912,NB,1,70,81,3
'2019-08-02 03:40:00',19912,NB,1,70,81,3
'2019-08-02 03:50:00',19912,NB,1,71,93,3
'2019-08-02 03:55:00',19912,NB,1,71,59,2
'2019-08-02 04:00:00',19912,NB,1,70,86,3
'2019-08-02 04:05:00',19912,NB,1,70,90,4
'2019-08-02 04:05:00',19912,NB,1,70,90,4
'2019-08-02 04:15:00',19912,NB,1,71,67,2
'2019-08-02 04:20:00',19912,NB,1,70,85,3
'2019-08-02 04:25:00',19912,NB,1,71,95,4
'2019-08-02 04:30:00',19912,NB,1,71,85,3
'2019-08-02 04:35:00',19912,NB,1,71,88,3
'2019-08-02 04:40:00',19912,NB,1,72,100,3
'2019-08-02 04:40:00',19912,NB,1,72,100,3
'2019-08-02 04:50:00',19912,NB,1,70,95,3
'2019-08-02 04:55:00',19912,NB,1,72,118,4
'2019-08-02 05:00:00',19912,NB,1,71,116,4
'2019-08-02 05:05:00',19912,NB,1,69,101,3
'2019-08-02 05:10:00',19912,NB,1,73,125,4
'2019-08-02 05:15:00',19912,NB,1,72,108,3
'2019-08-02 05:20:00',19912,NB,1,72,127,3
'2019-08-02 05:25:00',19912,NB,1,72,146,4
'2019-08-02 05:30:00',19912,NB,1,74,153,4
'2019-08-02 05:35:00',19912,NB,1,73,144,4
'2019-08-02 05:40:00',19912,NB,1,74,152,4
'2019-08-02 05:45:00',19912,NB,1,73,169,5
'2019-08-02 05:50:00',19912,NB,1,73,192,5
'2019-08-02 05:55:00',19912,NB,1,72,254,7
'2019-08-02 06:00:00',19912,NB,2,71,266,8
'2019-08-02 06:05:00',19912,NB,1,73,263,7
'2019-08-02 06:10:00',19912,NB,1,73,239,6
'2019-08-02 06:10:00',19912,NB,1,73,239,6
'2019-08-02 06:20:00',19912,NB,1,74,262,6
'2019-08-02 06:20:00',19912,NB,1,74,262,6
'2019-08-02 06:30:00',19912,NB,1,74,290,7
'2019-08-02 06:30:00',19912,NB,1,74,290,7
'2019-08-02 06:35:00',19912,NB,1,73,344,8
'2019-08-02 06:40:00',19912,NB,2,73,352,8
'2019-08-02 06:50:00',19912,NB,1,75,369,7
'2019-08-02 06:55:00',19912,NB,1,74,344,8
'2019-08-02 07:00:00',19912,NB,1,74,327,8
'2019-08-02 07:05:00',19912,NB,2,73,355,8
'2019-08-02 07:10:00',19912,NB,1,73,323,7
'2019-08-02 07:15:00',19912,NB,2,74,410,9
'2019-08-02 07:20:00',19912,NB,1,74,374,8
'2019-08-02 07:25:00',19912,NB,2,74,392,9
'2019-08-02 07:30:00',19912,NB,2,72,401,9
'2019-08-02 07:35:00',19912,NB,2,71,445,10
'2019-08-02 07:40:00',19912,NB,2,71,432,9
'2019-08-02 07:45:00',19912,NB,2,72,395,9
'2019-08-02 07:45:00',19912,NB,2,72,395,9
'2019-08-02 07:55:00',19912,NB,2,72,423,10
'2019-08-02 07:55:00',19912,NB,2,72,423,10
'2019-08-02 08:05:00',19912,NB,2,73,428,9
'2019-08-02 08:10:00',19912,NB,1,73,364,8
'2019-08-02 08:15:00',19912,NB,1,73,354,7
'2019-08-02 08:20:00',19912,NB,2,72,415,9
'2019-08-02 08:25:00',19912,NB,2,72,395,9
'2019-08-02 08:30:00',19912,NB,2,74,366,8
'2019-08-02 08:35:00',19912,NB,2,73,420,10
'2019-08-02 08:40:00',19912,NB,2,72,414,9
'2019-08-02 08:45:00',19912,NB,2,72,411,9
'2019-08-02 08:50:00',19912,NB,2,72,417,9
'2019-08-02 08:55:00',19912,NB,2,72,381,9
'2019-08-02 09:00:00',19912,NB,2,72,396,9
'2019-08-02 09:05:00',19912,NB,1,73,341,8
'2019-08-02 09:10:00',19912,NB,1,74,320,7
'2019-08-02 09:15:00',19912,NB,1,74,322,7
'2019-08-02 09:20:00',19912,NB,2,72,356,8
'2019-08-02 09:25:00',19912,NB,1,75,312,7
'2019-08-02 09:30:00',19912,NB,2,73,368,8
'2019-08-02 09:35:00',19912,NB,1,72,300,7
'2019-08-02 09:40:00',19912,NB,1,69,337,8
'2019-08-02 09:40:00',19912,NB,1,69,337,8
'2019-08-02 09:50:00',19912,NB,2,70,331,8
'2019-08-02 09:55:00',19912,NB,2,69,379,10
'2019-08-02 10:00:00',19912,NB,2,70,370,9
'2019-08-02 10:05:00',19912,NB,1,70,337,8
'2019-08-02 10:10:00',19912,NB,2,71,350,9
'2019-08-02 10:10:00',19912,NB,2,71,350,9
'2019-08-02 10:20:00',19912,NB,1,71,214,5
'2019-08-02 10:20:00',19912,NB,1,71,214,5
'2019-08-02 10:30:00',19912,NB,1,70,326,8
'2019-08-02 10:30:00',19912,NB,1,70,326,8
'2019-08-02 10:40:00',19912,NB,2,68,378,9
'2019-08-02 10:45:00',19912,NB,2,67,494,12
'2019-08-02 10:50:00',19912,NB,1,69,347,8
'2019-08-02 10:55:00',19912,NB,2,69,380,8
'2019-08-02 11:00:00',19912,NB,2,69,326,8
'2019-08-02 11:05:00',19912,NB,2,71,393,9
'2019-08-02 11:10:00',19912,NB,2,72,390,9
'2019-08-02 11:15:00',19912,NB,2,72,395,9
'2019-08-02 11:20:00',19912,NB,2,73,370,8
'2019-08-02 11:25:00',19912,NB,2,71,382,9
'2019-08-02 11:30:00',19912,NB,2,71,396,9
'2019-08-02 11:35:00',19912,NB,2,71,419,9
'2019-08-02 11:40:00',19912,NB,2,67,355,9
'2019-08-02 11:45:00',19912,NB,2,70,391,9
'2019-08-02 11:50:00',19912,NB,2,70,404,9
'2019-08-02 11:55:00',19912,NB,2,72,404,9
'2019-08-02 12:00:00',19912,NB,2,72,427,10
'2019-08-02 12:05:00',19912,NB,2,71,436,10
'2019-08-02 12:05:00',19912,NB,2,71,436,10
'2019-08-02 12:15:00',19912,NB,2,70,455,10
'2019-08-02 12:20:00',19912,NB,2,71,440,10
'2019-08-02 12:20:00',19912,NB,2,71,440,10
'2019-08-02 12:30:00',19912,NB,2,71,417,9
'2019-08-02 12:35:00',19912,NB,1,73,384,8
'2019-08-02 12:40:00',19912,NB,2,70,421,9
'2019-08-02 12:45:00',19912,NB,2,71,413,9
'2019-08-02 12:45:00',19912,NB,2,71,413,9
'2019-08-02 12:55:00',19912,NB,2,71,417,10
'2019-08-02 13:00:00',19912,NB,2,67,430,11
'2019-08-02 13:05:00',19912,NB,2,69,420,9
'2019-08-02 13:10:00',19912,NB,2,70,447,10
'2019-08-02 13:10:00',19912,NB,2,70,447,10
'2019-08-02 13:20:00',19912,NB,2,71,417,9
'2019-08-02 13:25:00',19912,NB,2,69,460,11
'2019-08-02 13:25:00',19912,NB,2,69,460,11
'2019-08-02 13:35:00',19912,NB,2,68,444,10
'2019-08-02 13:40:00',19912,NB,2,66,430,11
'2019-08-02 13:45:00',19912,NB,2,67,426,10
'2019-08-02 13:50:00',19912,NB,2,69,459,10
'2019-08-02 13:55:00',19912,NB,2,71,438,9
'2019-08-02 13:55:00',19912,NB,2,71,438,9
'2019-08-02 14:05:00',19912,NB,2,70,412,9
'2019-08-02 14:05:00',19912,NB,2,70,412,9
'2019-08-02 14:15:00',19912,NB,2,72,393,9
'2019-08-02 14:20:00',19912,NB,1,73,360,8
'2019-08-02 14:25:00',19912,NB,1,73,333,7
'2019-08-02 14:30:00',19912,NB,2,72,407,9
'2019-08-02 14:30:00',19912,NB,2,72,407,9
'2019-08-02 14:40:00',19912,NB,1,74,339,7
'2019-08-02 14:45:00',19912,NB,1,74,351,7
'2019-08-02 14:50:00',19912,NB,1,75,348,7
'2019-08-02 14:55:00',19912,NB,1,74,323,7
'2019-08-02 15:00:00',19912,NB,1,74,290,6
'2019-08-02 15:05:00',19912,NB,1,74,301,6
'2019-08-02 15:10:00',19912,NB,1,74,317,7
'2019-08-02 15:15:00',19912,NB,1,74,325,7
'2019-08-02 15:20:00',19912,NB,1,76,263,5
'2019-08-02 15:25:00',19912,NB,1,76,279,6
'2019-08-02 15:30:00',19912,NB,1,74,284,6
'2019-08-02 15:35:00',19912,NB,1,76,313,6
'2019-08-02 15:40:00',19912,NB,1,75,345,7
'2019-08-02 15:45:00',19912,NB,1,74,347,7
'2019-08-02 15:50:00',19912,NB,1,75,282,6
'2019-08-02 15:50:00',19912,NB,1,75,282,6
'2019-08-02 16:00:00',19912,NB,1,75,277,6
'2019-08-02 16:05:00',19912,NB,1,76,311,6
'2019-08-02 16:10:00',19912,NB,1,75,280,6
'2019-08-02 16:15:00',19912,NB,1,76,316,6
'2019-08-02 16:20:00',19912,NB,1,76,298,6
'2019-08-02 16:25:00',19912,NB,1,75,284,6
'2019-08-02 16:30:00',19912,NB,1,74,340,7
'2019-08-02 16:35:00',19912,NB,1,76,307,6
'2019-08-02 16:40:00',19912,NB,1,75,285,6
'2019-08-02 16:45:00',19912,NB,1,76,275,5
'2019-08-02 16:45:00',19912,NB,1,76,275,5
'2019-08-02 16:55:00',19912,NB,1,76,303,6
'2019-08-02 17:00:00',19912,NB,1,76,297,6
'2019-08-02 17:00:00',19912,NB,1,76,297,6
'2019-08-02 17:10:00',19912,NB,1,75,266,6
'2019-08-02 17:15:00',19912,NB,1,75,277,6
'2019-08-02 17:20:00',19912,NB,1,75,321,6
'2019-08-02 17:25:00',19912,NB,1,75,254,5
'2019-08-02 17:30:00',19912,NB,1,76,289,6
'2019-08-02 17:35:00',19912,NB,1,75,290,5
